date_of_report,date_of_reports,ref,deceased_name,deceased_names,coroner_name,coroner_area,category,this_report_is_being_sent_to,these_report_are_being_sent_to,url
19 June 2019,,2019-0508,Aram Mustafa,,Louise Hunt,Birmingham and Solihull,Suicide (from 2015),Urban Housing Services; G4S; The Home Office,,https://www.judiciary.uk/prevention-of-future-death-reports/wilson-parkes/
17 September 2019,,2019-0507,Jonathan Ball,,Kevin McLoughlin,West Yorkshire (East),Road (Highways Safety) related deaths,Road Haulage Association; DAF Trucks Ltd; Whitelock Development; Office of the Traffic Commissioner,,https://www.judiciary.uk/prevention-of-future-death-reports/jonathan-ball/
22 October 2019,,2019-0506,Lauren Finch,,Rachel Galloway,Manchester West,Hospital Death (Clinical Procedures and medical management) related deaths; Mental Health related deaths; Suicide (from 2015);,North West Boroughs Healthcare NHS Foundation Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/lauren-finch/
28 October 2019,,2019-0505,Thomas Smyth,,Tom Osborne,Milton Keynes,Hospital death (Clinical Procedures and medical management) related deaths,Milton Keynes Hospital,,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-smyth/
6 April 2020,,2020-0090,Darren King,,Nigel Parsley,Suffolk,Community Health care,Adult and Community Services Suffolk County Council; Norfolk and Suffolk NHS Foundation Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/darren-king/
3 April 2020,,2020-0089,Andrew Wing,,Caroline Topping,Surrey,Hospital Death (Clinical Procedures and medical management) related deaths,Royal College Emergency Medicine; General Medical Council; College and Society of Radiographers,,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-wing/
12 December 2019,,2019-0503,Raees Rauf,,Emma Serrano,Derby and Derbyshire,Suicide (from 2015),Bristol University,,https://www.judiciary.uk/prevention-of-future-death-reports/raees-rauf/
27 February 2020,,2020-0088,Kenneth Clarke,,Emma Serrano,Derby and Derbyshire,Care Home Health related deaths,Normanton Village View Nursing Home; CQC; Rushcliffe Care;,,https://www.judiciary.uk/prevention-of-future-death-reports/kenneth-clarke/
6 February 2020,,2020-0087,Marc Cole,,Geraint Williams,Cornwall and the Isle of Scilly,"Alcohol, drug and medication related deaths; Police related deaths",The College of Policing; The Home Secretary,,https://www.judiciary.uk/prevention-of-future-death-reports/marc-cole/
3 April 2020,,2020-0086,Edna Davenport,,Joanne Lees,Black Country,Care Home Health related deaths; Other related deaths,"Oak Court House, Wolverhampton City Council",,https://www.judiciary.uk/prevention-of-future-death-reports/edna-davenport/
2 April 2020,,2020-0085,Ava-May Littleboy,,Jacqueline Lake,Norfolk,Child Death (from 2015); Other related deaths,British Standards Institution,,https://www.judiciary.uk/prevention-of-future-death-reports/ava-may-littleboy/
07/05/2020,,2020-0084,Vhari Ingall and Mary Johnson,,David Ridley,Wiltshire and Swindon,"Emergency services related deaths (2019 onwards); Alcohol, drug and medication related deaths","South Western Ambulance Trust, Association of Ambulance Chief Executives, CQC National Customer Service Centre and Secretary of State for Health and Social Care",,https://www.judiciary.uk/prevention-of-future-death-reports/vhari-ingall/
31 March 2020,,2020-0083,Michael Bostock,,Peter Nieto,Derby and Derbyshire,Other related deaths,The British Hang Gliding and Paragliding Association Ltd,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-bostock/
30 March 2020,,2020-0082,Jordan Aira,,Caroline Topping,Surrey,Railway related deaths; Child death (from 2015),Network Rail; South Western Railway; Department for Education,,https://www.judiciary.uk/prevention-of-future-death-reports/jordan-aira/
30 March 2020,,2020-0081,Karen Bingham,,Caroline Topping,Surrey,Mental Health related deaths; Other related deaths; Emergency Services related deaths (2019 onwards),Surrey Constabulary; South East Ambulance Service,,https://www.judiciary.uk/prevention-of-future-death-reports/karen-bingham/
11 March 2020,,2020-0080,Jennifer McKoy,,Zafar Siddique,Black Country,Hospital Death (Clinical Procedures and medical management) related deaths,Black Country Pathological Service; Walsall Manor Hospital,,https://www.judiciary.uk/prevention-of-future-death-reports/jennifer-mckoy/
25 March 2020,,2020-0079,Dudley Howe,,Jacqueline Lake,Norfolk,Road (Highways Safety) related deaths,Driver and Vehicle Standards Agency,,https://www.judiciary.uk/prevention-of-future-death-reports/dudley-howe/
25 March 2020,,2020-0078,Joseph Mochan,,Veronica Hamilton-Deeley,Brighton and Hove,"Alcohol, drugs and medication related deaths",CCG,,https://www.judiciary.uk/prevention-of-future-death-reports/joseph-mochan/
24 March 2020,,2020-0077,Simon Delahunty,,Andrew Walker,London (North),"Suicide (from 2015); Alcohol, drug and medication related deaths",Department of Health and Social Care,,https://www.judiciary.uk/prevention-of-future-death-reports/simon-delahunty/
24 March 2020,,2020-0076,Kelly Sutton,,Geoffrey Sullivan,Hertfordshire,Suicide (from 2015); Other related deaths,Hertfordshire Constabulary,,https://www.judiciary.uk/prevention-of-future-death-reports/kelly-sutton/
24 March 2020,,2020-0075,Sonny Parmar,,Andrew Walker,London (North),Child Death (from 2015); Road (Highways Safety) related deaths,Barnet Council,,https://www.judiciary.uk/prevention-of-future-death-reports/sonny-parmar/
23 March 2020,,2020-0074,Lewis Francis,,Nichola Rheinberg,Exeter and Greater Devon,Mental Health related deaths; Suicide (from 2015); State Custody related deaths,Devon Partnership NHS Trust; Devon and Cornwall Police; Avon and Somerset Police; Wiltshire Police; Gloucestershire Police; Prison and Probation service,,https://www.judiciary.uk/prevention-of-future-death-reports/lewis-francis/
20 March 2020,,2020-0073,John Gregory,,ME Hassell,London Inner North,Care Home Health related deaths,Care UK; University College Hospital,,https://www.judiciary.uk/prevention-of-future-death-reports/john-gregory/
15 January 2020,,2020-0072,Daniel Moran,,Rachel Syed,Manchester West,Mental Health related deaths; Suicide (from 2015),Greater Manchester Mental Health NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-moran/
16 March 2020,,2020-0071,John Ashley,,Penelope Schofield,West Sussex,Mental Health related deaths; Suicide (from 2015); Community Healthcare related deaths,Sussex Partnership NHS Foundation Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/john-ashley/
11 March 2020,,2020-0070,Rifky Grossberger,,ME Hassell,London Inner North,Child death (from 2015); Other related deaths,NHS England; Royal College of Nursing,,https://www.judiciary.uk/prevention-of-future-death-reports/rifky-grossberger/
12 March 2020,,2020-0069,Jason Pendlebury,,Matthew Cox,Manchester North,"Alcohol, Drugs and medication related deaths; Mental health related deaths; other related deaths",Greater Manchester Police; NWAS,,https://www.judiciary.uk/prevention-of-future-death-reports/jason-pendlebury/
21 February 2020,,2020-0068,Billy Jenkins,,Jacqueline Devonish,London South,"Alcohol, drug and medication related deaths; Mental Health related deaths; Community health care related death; Suicide (from 2015)",Oxleas NHS Foundation; ADAPT,,https://www.judiciary.uk/prevention-of-future-death-reports/billy-jenkins/
21 February 2020,,2020-0067,Anita Loi,,Jacqueline Devonish,London South,Community Healthcare related deaths,Central London Community Healthcare NHS Trust;,,https://www.judiciary.uk/prevention-of-future-death-reports/anita-loi/
12 March 2020,,2020-0066,Mitica Marin,,Graeme Irvine,London East,Emergency services related deaths (2019 onwards),The AACE; London Ambulance Service; Department of Health and Social Care; Resuscitation Council; Physio-Control UK Ltd,,https://www.judiciary.uk/prevention-of-future-death-reports/mitica-marin/
9 March 2020,,2020-0065,Robert Brown,,Andrew Haigh,Staffordshire (south),"Alcohol, drug and medication related deaths; State Custody related deaths;",National Offender Management Service,,https://www.judiciary.uk/prevention-of-future-death-reports/robert-brown/
12 March 2020,,2020-0064,Ian Weeks,,Geraint Williams,South Wale Central,State Custody related deaths; Suicide (from 2015); Wales prevention of future deaths reports (2019 onwards),Cardiff and Vale NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/ian-weeks/
20 August 2019,,2019-0500,Thelma Joyce,,Darren Salter,Oxfordshire,Hospital Death (Clinical Procedures and medical management) related deaths,NHS England,,https://www.judiciary.uk/prevention-of-future-death-reports/thelma-joyce/
6 September 2019,,2019-0499,Shannon Quinn,,Zafar Siddique,Black Country,Mental Health related deaths; Community Healthcare; Care Home related deaths,Department of Health and Social Care; Solihull Mental Health Trust; Camino Healthcare; CQC,,https://www.judiciary.uk/prevention-of-future-death-reports/shannon-quinn/
4 March 2020,,2020-0063,Jose Orlando,,Nadia Persaud,East London,Accident at work and Health and Safety related deaths;,Tradomi S.L. Transporte,,https://www.judiciary.uk/prevention-of-future-death-reports/jose-orlando/
28 January 2020,,2020-0062,Susan Sterland,,Philip Barlow,Northamptonshire,Hospital death (Clinical Procedures and medical management) related deaths,Kettering General Hospital NHS Foundation Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/susan-sterland/
9 March 2020,,2020-0060,Darren Goddard,,Sarah-Jane Richards,South Wale Central,Hospital Death (Clinical Procedures and medical management) related deaths; Wales prevention of future deaths reports (2019 onwards),Cwm Taf Morgannwg University Health Board,,https://www.judiciary.uk/prevention-of-future-death-reports/darren-goddard/
9 March 2020,,2020-0059,Roy Campbell,,David Reid,Worcestershire,Hospital death (Clinical Procedures and medical management) related deaths; Mental Health related deaths;,Worcestershire Health and Care NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/roy-campbell/
9 March 2020,,2020-0058,Rebecca Hursey,,Fiona Wilcox,London Inner (West),"Alcohol, drug and medication related deaths; Hospital Death (Clinical Procedures and medical management) related deaths; Mental Health related deaths; Suicide (from 2015)",Springfield Hospital; NHS East Leicestershire and Rutland CGC; NHS England,,https://www.judiciary.uk/prevention-of-future-death-reports/rebecca-hursey/
9 March 2020,,2020-0057,Arthur Hughes,,John Gittins,North Wale (East and Central),Hospital Deaths (Clinical Procedures and medical management) related deaths; Wales prevention of future deaths reports (2019 onwards),Betsi Cadwaladr University Health Board,,https://www.judiciary.uk/prevention-of-future-death-reports/arthur-hughes/
6 March 2020,,2020-0056,Carl Newman,,Andre Rebello,Liverpool and the Wirral,State custody related deaths; Suicide (from 2015),HMPPS,,https://www.judiciary.uk/prevention-of-future-death-reports/carl-newman/
10 February 2020,,2020-0055,Kerry Aldridge,,Andrew Harris,London Inner South,Railway related deaths; Suicide (from 2015); Mental Health related deaths,South London and Maudsley NHS Foundation; Metropolitan Police service,,https://www.judiciary.uk/prevention-of-future-death-reports/kerry-aldridge/
7 February 2020,,2020-0054,Adrian Ashford,,Andrew Harris,London Inner South,Hospital Death (Clinical Procedures and medical management) related deaths; Mental Health related deaths,Queen Elizabeth Hospital,,https://www.judiciary.uk/prevention-of-future-death-reports/adrian-ashford/
3 March 2020,,2020-0053,Eileen Pollard,,Abigail Combes,South Yorkshire (West),Hospital Death (Clinical Procedures and medical management) related deaths;,Crown Care,,https://www.judiciary.uk/prevention-of-future-death-reports/eileen-pollard/
3 March 2020,,2020-0052,Lee Carpenter,,Nadia Persaud,East London,Community Healthcare related deaths; Mental Health related deaths; Suicide (from 2015),Goodmayes Hospital Foundation Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/lee-carpenter/
3 March 2020,,2020-0051,Katrina O’Hara,,Brendan Allen,Dorset,Other related deaths;,"Crime, Policing and Fire Service; National Police Chief’s Council; College of Policing",,https://www.judiciary.uk/prevention-of-future-death-reports/katrina-ohara/
3 March 2020,,2020-0050,Shaun Turner,,Alison Mutch,Manchester South,"Alcohol, drug and medication related deaths; Mental Health related deaths; Suicide (from 2015)",Department of Health,,https://www.judiciary.uk/prevention-of-future-death-reports/shaun-turner/
2 March 2020,,2020-0049,Gary Webster,,Kevin McLoughlin,West Yorkshire (East),Accident at work and Health and Safety related deaths;,Nuttall Ltd; JV Ltd,,https://www.judiciary.uk/prevention-of-future-death-reports/gary-webster/
2 March 2020,,2020-0048,Ibiyemi Ereoah,,Nadia Persuad,East London,Hospital Death (Clinical Procedures and medical management) related deaths,Barts NHS Trust,,https://www.judiciary.uk/prevention-of-future-death-reports/ibiyemi-ereoah/
28 February 2020,,2020-0047,Irene Whittingham,,Rachel Syed,Manchester West,"Alcohol, drug and medication related deaths; hospital Death (Clinical procedures and medical management) related deaths",The Royal Bolton Hospital; Wellsky; EMIS,,https://www.judiciary.uk/prevention-of-future-death-reports/irene-whittingham/
